No.,대분류,중분류,소분류,데이터명(데이터 기준단위),주요 데이터내용(해당 시스템에서 추출),데이터 내용(해당 시스템에서 추출),기관명,시스템명
66,산업안전보건,산업안전,안전보건교육,이수증정보,"수료증고유번호, 수료자명, 수료자생년월일, 교육구분코드, 과정구분코드","수료증고유번호, 수료자명, 수료자생년월일, 교육구분코드, 과정구분코드, 최초입력교육회원번호, 최초입력일시, 최종수정교육회원번호, 최종수정일시, 교육시작시각, 교육종료시각, 수료증서식번호, 수료증고유번호, 수료자명, 수료자생년월일, 교육구분코드, 과정구분코드, 최초입력자아이디, 최초입력일시, 최종수정자아이디, 최종수정일시, 교육시작시각, 교육종료시각, 수료증서식번호",한국산업안전보건공단,미디어 현장배송 서비스
67,산업안전보건,산업안전,안전보건교육,민간교육기관,"사업장기본주소, 사업장상세주소, 전화번호, 기관코드, 지역분류코드,  사업장관리번호, 사업개시번호, 사업자등록번호, 교육기관명","사업장기본주소, 사업장상세주소, 기관홈페이지URL, 회사소개설명, 교육담당자명, 교육문의일반전화번호, 교육문의팩스번호, 교육문의이메일, 사용여부, 신규등록여부, 지정서발급번호, 재해예방기관코드, 지역분류코드, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시, 교육기관고유번호, 본사여부, 사업장관리번호, 사업개시번호, 사업자등록번호, 교육기관명, 고용노동부관리지사명, 관리지사코드, 대표자명, 사업장전화번호, 사업장팩스번호, 사업장우편번호",한국산업안전보건공단,미디어 현장배송 서비스
68,산업안전보건,산업안전,안전보건교육,민간교육기관평가,"평가년도, 교육기관고유번호, 교육구분코드, 평가합계점수, 기관평가등급구분코드","평가년도, 교육기관고유번호, 교육구분코드, 평가합계점수, 기관평가등급구분코드, 게시여부, 업무관리체계점수, 교육훈련점수, 유지관리점수, 교육관리점수, 교육학생관리점수, 자체평가점수, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시",한국산업안전보건공단,미디어 현장배송 서비스
69,산업안전보건,산업안전,해외지원,게시글,"게시판 번호,  제목, 내용","에디터 첫번째 이미지, 게시글 유일키, 원글식별번호, 게시판 번호, 답변글순서, 원글-답변글의 묶음 번호, 답변글의 깊이, 분류번호, 제목, 내용, 등록시 권한, 글쓴이 아이디, 글쓴이 이름, 글 비밀번호, 글쓴이 식별키 ipin-id, 글쓴이 이메일, 글쓴이 전화, 글쓴이 휴대폰, 조회수, 삭제여부 YN, 비밀글 사용여부 YN, 댓글내용, 댓글 작성일, 댓글 아이디, 댓글 작성자, 댓글 작성자 전화, 댓글 작성자 이메일, 댓글 완료 여부 YN, html 사용여부 YN, 댓글 html 사용여부 YN, 상태, 승인여부 YN, 만족도점수, 개선점(만족도용), 개인정보 동의 여부 YN, 공지 시작일, 공지 종료일, 삭제플래그 지정일, 삭제플래그 지정 아이디, 삭제플래그 지정 사용자명, 작성자 아이피, 삭제플래그 지정 아이피, 추천 포인트, 비추천 포인트, 작성자 SNS 아이디, 작성자 SNS 밴더, 확장필드날짜1, 확장필드날짜2, 확장필드날짜3, 확장필드날짜4, 확장필드날짜5, 확장필드문자1, 확장필드문자2, 확장필드문자3, 확장필드문자4, 확장필드문자5, 확장필드문자6, 확장필드문자7, 확장필드문자8, 확장필드문자9, 확장필드문자10, 확장필드문자11, 확장필드문자12, 확장필드문자13, 확장필드문자14, 확장필드문자15, 확장필드텍스트1, 확장필드텍스트2, 작성일, 정렬일자, 최종 업데이트, 정렬번호, 확장필드",한국산업안전보건공단,아시아·태평양 산업안전보건기구 홈페이지(APOSHO 홈페이지)
70,산업안전보건,산업안전,빅데이터,고위험사업장,"통계기준년월, 업종구분코드, 사업장관리번호, 사업개시번호","통계기준년월, 업종구분코드, 사업장관리번호, 사업개시번호, 통합사업장사업관계키맵관리번호, 사업자등록번호, 법인등록번호, 산업분류중분류코드명, 산업분류코드명, 산재재해통계조직명, 고용노동부관리지사명, 시도코드명, 시군구코드명, 사업장인원규모코드명, 사업장예측확률율, 사업장예측확률율구분코드, 고위험사업장여부, 사고재해자수, 사고부상자수, 사고사망자수, 근로손실일수, 추락재해자수, 충돌재해자수, 끼임재해자수, 기타재해자수, 공사기간구간코드명, 공사금액구간코드명, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시",한국산업안전보건공단,산재예방 빅데이터 플랫폼
71,산업안전보건,산업안전,빅데이터,중대재해 사업장 고위험 예측,"사고사망자수, 재해율, 사고사망만인율, 동종업종동종규모재해율, 동종업종평균사고사망만인율, 동종업종평균재해율초과여부, 현장명, 현장주소, 사고부상자수, 사업장규모코드, 사업장업종종류코드, 사업장관리번호, 사업개시번호, 사업자등록번호","사고사망자수, 사고사망인율초과여부, 동종업종동종규모예측율, 재해율, 사고사망만인율, 동종업종동종규모재해율, 동종업종평균사고사망만인율, 동종업종평균재해율초과여부, 현장명, 현장주소, 사고부상자수, 사업장좌표값, 사업장규모코드, 사업장예측일련번호, 사업장업종종류코드, 통합사업장사업관계키맵관리번호, 사업장관리번호, 사업개시번호, 사업자등록번호, 법인등록번호, 사업장설립일자, 사업장폐업일자, 사업장명, 주된사업장명, 사업장상세주소, 근로자수, 중업종코드, 소업종코드, 중업종명, 소업종명, 노동지청일선기관명, 노동지청코드, 노동지청명, 사업장지역코드, 사업장지역명, 사업장우편번호, 사업장기본주소, 고위험사업장여부, 사업장예측확률율, 사용모델종류명, 사업장추론시각, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시",한국산업안전보건공단,산재예방 빅데이터 플랫폼
72,산업안전보건,산업안전,재정지원,사업비지급신청,"사업비용지급진행상태코드, 사업비용지급일련번호, 예금주명, 금융기관코드","은행공통코드, 사업비용지급진행상태코드, 사업비용지급일련번호, 사업비용지급회차일련번호, 사업비용구분코드, 예금주명, 금융기관코드, 최초입력지사코드, 최초입력부서코드, 최초입력일시, 최초입력자아이디, 지급신청자아이디, 지급신청일자, N:기본,  Y:착수금환급, 최종수정지사코드, 최종수정부서코드, 최종수정일시, 최종수정자아이디, 환수금액, 환수사유, 환수구분코드, 환수일자, 과제아이디",한국산업안전보건공단,안전투자 혁신사업 종합운영시스템
73,산업안전보건,산업안전,재정지원,사업비지급처리이력,"이력아이디, 과제아이디, 신청기업아이디, 지역코드, 은행공통코드, 은행명, 잔금지급금액, 착수금지급금액, 예금주명","계좌번호암호화문자값, 협약번호, 신청기업아이디, 지역코드, 은행공통코드, 은행명, 잔금지급금액, 착수금지급금액, 예금주명, 기타비고내용, 기타여부, 최초입력지사코드, 최초입력부서코드, 최초입력일시, 최초입력자아이디, 지급집계금액, 이력아이디, 최종수정지사코드, 최종수정부서코드, 최종수정일시, 최종수정자아이디, 중도금지급금액, 공급기업아이디, 공급기업휴업폐업여부, 과제아이디, 과제구분코드, 휴업폐업확인일자",한국산업안전보건공단,안전투자 혁신사업 종합운영시스템
74,산업안전보건,산업안전,통합사업장,통합사업장마스터_이력,"사업개시번호, 사업장관리번호, 통합사업장명, 통합사업장산재업종코드, 통합사업장고용업종코드, 통합사업장우편번호, 통합사업장기본주소, 통합사업장상세주소, 통합사업장사업자등록번호, 통합사업장대표자명","노무제공자인원수, 보상관리지사코드, 동일특수고용사업장존재여부, 특수형태근로자사업구분코드, 동일위험사업장관리번호, 특수형태근로자인원수, 통합사업장최초성립일자, 통합사업장최종소멸일자, 통합사업장소멸구분코드, 지역구분코드, 도로명코드, 통합사업장결재일자, 법인등록번호, 법인구분코드, 법인분류구분코드, 법인종류구분코드, 사업종류구분코드, 주생산품명, 사업장이메일, 사업장URL, 근복단총사업장수, 특수형태근로자구분코드, 국가구분코드, 총공사금액, 공사구분코드, 연인원수, 발주처관리번호, 발주처명, 계속기한사업구분코드, 보험구분코드, 일괄전환여부, 벌목재적량, 발주총공사금액, 계약금액, 재료환산금액, 계약일자, 계약서착공일자, 실착공일자, 준공예정일자, 허가일자, 허가번호, 허가기관명, 산재사업구분코드, 산재사업장상태구분코드, 산재성립일자, 산재소멸일자, 산재상시인원수, 산재개시상태구분코드, 산재일괄전환여부, 산재접수번호, 산재접수일자, 산재결재일자, 산재승인일자, 변경전고용업종코드, 고용사업구분코드, 고용사업장상태구분코드, 고용성립일자, 고용소멸일자, 고용상시인원수, 남자근로자수, 여성근로자수, 장년근로자수, 외국인근로자수, 장애자근로자수, 고용개시상태구분코드, 고용일괄전환여부, 고용접수번호, 고용접수일자, 고용결재일자, 고용일괄전환구분코드, 고용관리번호, 업무구분코드, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시, 근복단총상시인원수, 병합추천구분코드, 즉시병합사유구분코드, 즉시병합사유비고내용, 통합사업장사업관계키맵관리번호, 근복단최초입력일시, 근복단최종변경일시, 통합사업장관리번호, 통합사업장구분코드, 통합사업장임의구분코드, 통합사업장최종상태구분코드, 통합사업장본지사구분코드, 통합사업장명, 통합사업장검색어명, 이해관계자키맵관리번호, 통합사업장대표자명, 통합사업장사업자등록번호, 통합사업장공동대표여부, 통합사업장산재업종코드, 통합사업장고용업종코드, 통합사업장우편번호, 통합사업장기본주소, 통합사업장상세주소, 통합사업장병행상세주소, 사업개시번호, 사업장관리번호, 통합사업장병합주된사업장관리번호, 통합사업장병합종료일시, 통합사업장병합시작일시, 통합사업장병합차수, 통합사업장병합관리번호, 통합사업장병합구분코드, 이력종료일시, 통합사업장지역전화번호, 통합사업장앞자리전화번호, 통합사업장뒷자리전화번호, 통합사업장지역팩스번호, 통합사업장앞자리팩스번호, 통합사업장뒷자리팩스번호, 고용노동부관리지사코드, 안전보건공단관리지사코드, 근복단관리지사코드, 근복단처리지사코드, 통합사업장총상시인원수, 고용상시인원기준년월, 이력시작일시, 사업개시순서번호, 전송대상구분코드, 전송완료구분코드, 4대보험사업장관리번호, 4대보험사업개시번호, 주된사업장관리번호, 주된사업개시번호, 원수급사업장관리번호, 원수급개시번호, 구사업장관리번호, 구사업개시번호, 새원부번호, 새원부개시번호",한국산업안전보건공단,산재예방정보시스템
75,산업안전보건,산업안전 인증·검사,유해위험 도급승인,유해위험 도급승인,"도급인 사업장명, 도급인 소재지, 도급인 업종, 도급인 근로자수, 도급인 대표자, 수급인 사업장명, 수급인 소재지, 수급인 업종, 수급인 근로자수, 수급인 대표자, 도급작업, 유해화학물질량, 도급기간, 도급승인기간","도급인 사업장명, 도급인 소재지, 도급인 업종, 도급인 근로자수, 도급인 대표자, 도급인 연락처, 수급인 사업장명, 수급인 소재지, 수급인 업종, 수급인 근로자수, 수급인 대표자, 도급작업, 유해화학물질량, 도급기간, 도급승인기간",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
76,산업안전보건,산업안전 인증·검사,위험성평가,위험성평가 인정심사,"사업개시번호, 사업분야구분(보건,건설,안전,서비스), 사업분야구분 등록일, 민원번호, 사업분야구분","사업개시번호, 사업장 담당자 연락처, 사업장 담당자 명, 인정심사 첨부파일명, 인정신청일, 사업분야구분(보건,건설,안전,서비스), 사업분야구분 등록일, 민원번호, 사업분야구분, 인정일, 인정유지기간 만료일, 인정심사 결과, 인정번호, 문서번호, 민원 종료일, 인정 반려 여부, 인정 반려일, 인정 반려 사유, 자진취소시 문서번호, 인정 취소신청 여부, 인정 취소사유 코드, 인정 취소일, 인정 취소 사유, 인정취소 문서번호, 인정 단계별 코드, 예방요율제, 심사타입",한국산업안전보건공단,위험성평가지원시스템
77,산업안전보건,산업안전 인증·검사,유해위험 기계기구,안전인증 제품제조 사업장,"사업장명, 대표자명, 사업자등록번호, 법인등록번호, 사업장업태명, 산재업종코드, 사업장근로자수, 주생산품명","사용자아이디, 사업장관리번호, 사업장관리일련번호, 사업개시번호, 대리자아이디, 통합사업장이력조회기준일시, 사업장명, 대표자명, 사업자등록번호, 법인등록번호, 사업장업태명, 산재업종코드, 사업장근로자수, 주생산품명, 사업장주소, 사업장전화번호, 사업장팩스번호, 사업장홈페이지주소, 제조공장영문명 ,제조공장영문주소, 개인정보이력일련번호, 제조업체등록여부, 방호장치보호구신청자구분코드, 제조업체등록일자",한국산업안전보건공단,유해위험기계기구 종합정보시스템
78,산업안전보건,산업안전 인증·검사,유해위험 기계기구,안전인증·검사 민원접수 처리 내역,"신청일, 기관, 지사, 노동관서, 신청구분, 심사구분, 재검사구분,수입품 여부, 심사완료일, 사업장명, 사업장 관리번호, 사업자등록번호, 제조사업장명","신청일, 기관, 지사, 노동관서, 신청구분, 심사구분, 재검사구분,수입품 여부, 심사완료일, 사업장명, 사업장 관리번호, 사업자등록번호, 제조사업장명",한국산업안전보건공단,유해위험기계기구 종합정보시스템
79,산업안전보건,산업안전 인증·검사,유해위험 기계기구,유해위험 기계기구 개별기기관리,"기기일련번호, 사업자등록번호, 대상품대분류코드, 대상품중분류코드, 기기용량코드, 기기형식번호, 대상품소분류코드","기기일련번호, 사업자등록번호, 대상품대분류코드, 대상품중분류코드, 기기용량코드, 기기형식번호, 대상품소분류코드, 서면심사신청번호, 기생심사신청번호, 제품심사신청번호, 기기용량설명, (재료,용접, 내압)희망일자, (재료,용접, 내압)접수일자, 설계검사합격번호, 합격번호, 적합여부, 수입품여부,인증검사구분",한국산업안전보건공단,유해위험기계기구 종합정보시스템
80,산업안전보건,산업안전 인증·검사,유해위험 기계기구,자율안전인증 면제 대상,"심사종류, 접수일자, 면제여부, 사업장명, 사업장관리번호, 사업자등록번호, 노동관서, 수입품여부, 국내 제조여부, 대상품코드, 심사일, 심사결과, 심사기관, 이월유무","심사종류, 접수일자, 면제여부, 사업장명, 사업장관리번호, 사업자등록번호, 노동관서, 수입품여부, 국내 제조여부, 대상품코드, 심사일, 심사결과, 심사기관, 이월유무",한국산업안전보건공단,유해위험기계기구 종합정보시스템
81,산업안전보건,산업안전 인증·검사,재해예방기관 평가,민간재해예방 평가결과 기관정보,"평가업무코드, 평가연도, 재해예방기관코드, 평가처리코드명, 평가일자, 총합점수, 총평내용, 평가등급공통코드","평가업무코드, 평가연도, 재해예방기관코드, 평가처리코드명, 평가일자, 총합점수, 총평내용, 평가등급공통코드, 평가기관책임명, 평가대상기관총괄책임자명, 차기평가연도, 확정여부, 확정일자, 이의제기일자, 조정사유내용, 최하위등급평가사유공통코드, 기타사항내용, 평가상세업무구분공통코드, 평가결과팀장승인일자, 평가결과공개승인일자",한국산업안전보건공단,K2B 시스템
82,산업안전보건,산업안전 인증·검사,홈페이지,게시판,"게시번호, 부모게시번호, 게시판 종류, 문서종류, 제목, 내용, 조회수","게시번호, 부모게시번호, 게시판 종류, 문서종류, 제목, 내용, 조회수, 게시시작일, 게시종료일, 공개여부, 삭제여부, 등록자, 등록일자, 수정자, 수정일자, 완료일자, 연결 URL ",한국산업안전보건공단,산업안전보건인증원 홈페이지
83,산업안전보건,산업재해,산업재해발생보고,산업재해조사표,"재해발생 사업장명(공사현장명), 재해발생 사업장 소재지, 재해발생 사업장 업종, 재해발생 사업장 근로자수, 재해발생 사업장 대표자, 재해발생 사업장 연락처, 처리관서, 재해자 인적사항, 재해자 국적, 재해자 입사일, 재해자 고용형태, 재해자 근무형태, 재해자 사망여부, 재해자 휴업예상일수, 발생일시, 발생장소, 작업유형, 당시상황, 재해발생원인, 발생형태, 기인물, 작업공정","재해발생 사업장명(공사현장명), 재해발생 사업장 소재지, 재해발생 사업장 업종, 재해발생 사업장 근로자수, 재해발생 사업장 대표자, 재해발생 사업장 연락처, 처리관서, 재해자 이름, 재해자 생년월일, 재해자 성별, 재해자 주소, 재해자 연락처, 재해자 국적, 재해자 입사일, 재해자 고용형태, 재해자 근무형태, 재해자 사망여부, 재해자 휴업예상일수, 발생일시, 발생장소, 작업유형, 당시상황, 재해발생원인, 발생형태, 기인물, 작업공정, 작업내용, 재발방지계획, 원도급, 사업장명, 원도급, 산재관리번호, 원도급, 사업개시번호, 파견사업주, 사업장명, 파견사업주, 산재관리번호, 파견사업주, 사업개시번호, 발주자, 원수급사업장명, 공사현장명, 공정률, 공사종류, 공사금액",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
84,산업안전보건,산업재해,산업재해발생보고,산재발생미보고조사,"발생일시, 재해발생정보(6하원칙), 재해발생정보 재해발생원인, 재해발생정보 발생형태, 재해발생정보 기인물, 처리관서, 재해발생 사업장 정보, 재해자 정보","발생일시, 재해발생정보 어디서, 재해발생정보 누가, 재해발생정보 무엇을, 재해발생정보 어떻게, 재해발생정보 왜, 재해발생정보 재해발생원인, 재해발생정보 발생형태, 재해발생정보 기인물, 처리관서, 재해발생 사업장명, 재해발생 사업장 소재지, 재해발생 사업장 업종, 재해발생 사업장 근로자수, 재해발생 사업장 대표자, 재해자 이름, 재해자 주민등록번호, 재해자 국적, 재해자 직업, 재해자 입사일, 재해자 고용형태, 재해자 근무형태, 재해자 사망여부, 재해자 휴업예상일수, 조치대상자 이름, 조치대상자 주민등록번호, 조치대상자 주소, 조치대상자 사업장명, 조치대상자 사업장주소, 조치대상자 연락처",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
85,산업안전보건,산업재해,산업재해조사,재해조사.중대산업재해조사,"재해종류, 재해유형, 발생장소, 발생형태, 기인물, 재해내용, 처리관서, 재해발생 사업장명, 재해발생 소재지, 업종, 재해발생 근로자수, 재해발생 대표자, 사업장명, 원청 정보, 하청정보, 재해자 정보, 조치대상자 정보, 위반법조항, 위반내용, 조치내용, 과태료부과금액","접수일자, 재해발생일자, 재해종류, 재해유형, 발생장소, 발생형태, 기인물, 재해내용, 처리관서, 재해발생 사업장명, 재해발생 소재지, 업종, 재해발생 근로자수, 재해발생 대표자, 사업장명, 원청 소재지, 원청 업종, 원청 근로자수, 원청 대표자, 원청 사업장명, 하청 소재지, 하청 업종, 하청 근로자수, 하청 대표자, 재해자 이름, 재해자 주민등록번호, 재해자 소속, 재해자 직종, 재해자 입사일자, 재해자 동종경력, 재해자 재해정도, 재해자 사망일자, 재해자 치료예상기간, 조치대상자 이름, 조치대상자 주민등록번호, 조치대상자 주소, 조치대상자 사업장명, 조치대상자 사업장주소, 조치대상자 연락처, 위반법조항, 위반내용, 조치내용, 과태료부과금액",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
86,산업안전보건,산업재해,산업재해 통계,산재율 확인서 기안이력,"기안요청식별번호, 사업장관리번호, 문서식별번호, 문서번호, 신청일시","기안요청식별번호, 사업장관리번호, 문서식별번호, 문서번호, 신청일시, 사업개시번호, 법인등록번호, 사업장사업자등록번호, 사업장명, 토목건축등록번호, 조회기간년도수, 일반업종통계적용년월, 건설업종통계적용년도, 담당자아이디, 담당자명, 부서코드, 기인물코드명, 처리일시",한국산업안전보건공단,사업장 산업재해율 조회결과 발급시스템
87,산업안전보건,산업재해,산업재해 통계,월별 산업재해 사업장 통계,"통계기준년월, 사업장관리번호, 사업개시번호, 산재재해통계조직본부코드, 산재재해통계조직코드, 산재재해통계조직상세코드, 고용노동부본부관리지사코드, 고용노동부관리지사코드, 근복단상세관리지사코드, 사업장인원규모코드, 근로자수, 산재업종코드, 산업분류대분류코드, 산업분류중분류코드,  사업장상태코드, 공사금액","통계기준년월, 사업장관리번호, 사업개시번호, 산재재해통계조직본부코드, 산재재해통계조직코드, 산재재해통계조직상세코드, 고용노동부본부관리지사코드, 고용노동부관리지사코드, 근복단상세관리지사코드, 사업장인원규모코드, 근로자수, 산재업종코드, 산업분류대분류코드, 산업분류중분류코드,  사업장상태코드, 공사시작일자, 공사종료일자, 공사금액구간코드, 공사금액, 시군구코드, 산업분류코드, 사업장우편번호, 공사장우편번호, 사업분류코드, 사업개시상태코드, 설립일자, 소멸일자, 공사기간구간코드, 사업장고유번호,작업자규모코드",한국산업안전보건공단,산재예방정보시스템
88,산업안전보건,산업재해,산업재해 통계,월별 산업재해 재해자 통계,"통계기준년월, 확정분류코드, 원부번호, 재해자주민등록번호, 재해자명, 산재재해통계조직본부코드, 산재재해통계조직코드, 산재재해통계조직상세코드, 고용노동부본부관리지사코드, 고용노동부관리지사코드, 근복단상세관리지사코드, 사업장인원규모코드, 근로자수, 산재업종코드","통계기준년월, 확정분류코드, 원부번호, 재해자주민등록번호, 재해자명, 산재재해통계조직본부코드, 산재재해통계조직코드, 산재재해통계조직상세코드, 고용노동부본부관리지사코드, 고용노동부관리지사코드, 근복단상세관리지사코드, 사업장인원규모코드, 근로자수, 산재업종코드, 산업분류대분류코드, 산업분류중분류코드, 산업분류코드, 재해분류코드, 산재재해통계재해발생형태대분류코드, 산재재해통계재해발생형태중분류코드, 안전보건공단산재재해통계재해발생형태코드, 안전보건공단직업병대분류코드, 안전보건공단직업병중분류코드, 안전보건공단직업병소분류코드, 안전보건공단직업병코드, 연령대코드,연령값, 요양기간코드, 재해승인일자, 산재재해통계재해발생일자, 시군구코드, 근복단산재재해통계재해발생형태코드, 근복단직업병코드, 원인조사상병코드, 원인조사상병종류코드, 상해부위코드, 공사종류코드, 작업공정소분류코드, 작업내용코드, 기인물코드, 발생형태코드, 재해유형코드, 국가코드, 직종코드, 근무기간코드, 성별코드, 공사금액구간코드, 공사기간구간코드, 장해등급코드, 재해산입월코드, 사망승인일자, 장해승인일자, 채용일자, 산재재해통계재해발생월코드, 산재재해통계재해발생요일코드, 재해시간코드, 재해시간",한국산업안전보건공단,산재예방정보시스템
89,산업안전보건,산재보험,산재보험 보상,산업재해 간병급여내역,"원부번호, 접수번호, 급여구분, 민원처리구분, 처리횟수, 처리구분, 요양기간지급사유구분, 요양기간지급기타사유, 지급시작일자, 지급종료일자, 실지급일수, 적용평균임금, 계산합계금액, 지급금액, 다른배상적용금액, 부당이득충당금액, 실지급금액, 승인구분, 지급결정일자, 업종코드, 자동지급여부, 접수일자, 결재일자","최초입력자ID, 접수번호, 치료구분일자, 지급결정일련번호, 자동지급여부, 원부번호, 처리횟수, 급여구분, 민원처리구분, 처리구분, 지급시작일자, 지급종료일자, 실지급일수, 계산합계금액, 급여지급구분, 지급금액, 치료구분, 발생구분, 다른배상여부, 다른배상적용일수, 다른배상적용금액, 부당이득여부, 부당이득충당여부, 부당이득충당금액, 개산환수금액, 개산환수여부, 실지급금액, 승인구분, 부지급사유, 특이사항, 통지사항, 지급결정일자, 업종코드, 통지서발송번호, 조사횟수, 심사구분, 원처분접수번호, 적용평균임금, 정산금액, 접수일자, 자료구분, 처리지사코드, 최종변경자ID, 최초입력일시, 최종변경일시, 최초입력자IP, 최종변경자IP, 결재일자, 결재상태, 수혜코드, 대리인선임여부, 요양기간지급사유구분, 요양기간지급기타사유, 계좌정보변경여부, 자동대상여부, 차기증감일자, 간병다른배상적용금액",근로복지공단,노동보험시스템
90,산업안전보건,산재보험,산재보험 보상,산업재해 유족급여내역,"원부번호, 접수번호, 민원처리구분, 급여구분, 처리횟수, 일시금지급사유코드, 유족보상일수, 반액지급여부, 분할지급여부, 반액일시금, 처리구분, 수급권자수, 가산율, 지급시작일자, 지급종료일자, 실지급일수, 적용평균임금, 계산합계금액, 지급금액, 다른배상적용금액, 부당이득충당금액, 실지급금액, 자동지급여부, 승인구분, 지급결정일자, 업종코드, 접수일자, 결재일자","최초입력일시, 통지서발송번호, 최종변경자IP, 자동지급여부, 복수여부, 원부번호, 급여구분, 처리횟수, 민원처리구분, 접수번호, 처리구분, 지급시작일자, 지급종료일자, 실지급일수, 계산합계금액, 급여지급구분, 지급금액, 치료구분, 치료구분일자, 발생구분, 다른배상여부, 다른배상적용일수, 다른배상적용금액, 다른배상사정내역, 부당이득여부, 부당이득충당여부, 부당이득충당금액, 개산환수금액, 개산환수여부, 실지급금액, 승인구분, 부지급사유, 특이사항, 통지사항, 지급결정일자, 지급결정일련번호, 업종코드, 반액지급여부, 일시금지급사유코드, 유족보상일수, 수급권자수, 가산율, 분할지급여부, 조사횟수, 심사구분, 원처분접수번호, 적용평균임금, 반액일시금, 정산금액, 접수일자, 자료구분, 처리지사코드, 최초입력자ID, 최종변경자ID, 최종변경일시, 최초입력자IP, 결재일자, 결재상태, 복수적용평균임금, 복수지급금액, 복수비율, 복수반액일시금",근로복지공단,노동보험시스템
91,산업안전보건,산재보험,산재보험 보상,산업재해 유족보상내역,"원부번호, 접수번호, 처리횟수, 민원처리구분, 사망구분, 사망일자, 보상구분, 진폐여부, 직접사인내용, 중간사인내용, 선행사인내용, 사체부검소견, 유족존재여부, 연금개시일자, 자동대상여부, 승인구분, 결재일자","사체부검소견, 접수번호, 최초입력자IP, 원부번호, 처리횟수, 민원처리구분, 사망일자, 사망구분, 보상구분, 직접사인내용, 중간사인내용, 선행사인내용, 승인구분, 불승인사유, 처리일자, 특이사항, 통지사항, 연금증서번호, 연금증서발행일자, 연금개시일자, 자동대상여부, 처리지사코드, 최종자료여부, 심사구분, 원처분접수번호, 유족존재여부, 자료구분, 최초입력자ID, 최종변경자ID, 최초입력일시, 최종변경일시, 최종변경자IP, 결재일자, 결재상태, 진폐여부, 대리인선임여부, 개인정보제공여부, 개인정보제3자제공여부, 개인정보제공동의여부",근로복지공단,노동보험시스템
