No.,대분류,중분류,소분류,데이터명(데이터 기준단위),주요 데이터내용(해당 시스템에서 추출),데이터 내용(해당 시스템에서 추출),기관명,시스템명
168,일자리,장애인일자리,장애인 사업주지원,고용의무 이행지도,"이행지도일 기준 사업체 상시근로자수, 고용의무인원, 명단공표 기준인원, 장애인근로자수, 고용률, 미달인원 이행지도 방법, 이행지도 협의 내용 및 종합의견, 업무협의자 정보, 이행지도 결과 및 명단공표 제외 요건","사업체관리번호, 사업체명, 대표자명, 소재지주소, 전화번호, 업종, 담당자명, 담당자 연락처, 담당자 휴대전화, 담당자 이메일, 이행지도일 기준 사업체 상시근로자수, 고용의무인원, 명단공표 기준인원, 장애인 근로자수(2배수+감면), 장애인근로자수(2배수), 장애인 근로자수(실인원), 경증 장애인수, 중증장애인수(60시간 이상), 중증 장애인수(60시간 미만), 고용률(감면인원 포함), 미달인원, 이행지도방법, 협의내용 및 종합의견, 업무협의자 성명, 업무협의자 연락처, 업무협의자 이메일, 이행지도 담당자, 명단공표 제외 여부, 명단공표 기본요건 충족 여부, 충족시 세부 정보, 명단공표 추가요건 충족 여부, 충족시 세부 정보 및 증빙자료",한국장애인고용공단,장애인고용업무시스템
169,일자리,지역일자리,일자리목표공시제,지자체 지역일자리 공시제 계획,"자치체구분, 시도, 고용률, 올해목표 고용률, 취업자수, 올해목표 취업자수, 피보험자수, 올해목표 피보험자수","자치체구분, 자치단체명, 민선기수, 민선순번 연도, 추가_제목, 추가_내용, 추가_부서, 고용률상세, 고용률, 취업자수, 사용근로자수, 목표치, 피보험자수, 정부_직접일자리창출, 정부_직업능력개발훈련, 정부_고용서비스, 정부_고용장려금, 정부_창업지원, 정부_실업소득 유지 및 지원, 정부_일자리 인프라 구축, 정부_기타(산업/복지/문화/농림/해양/국토/환경), 공통_시도_시군_고용률상세_작년실적, 공통_시도_시군_고용률상세_올해목표, 공통_시도_시군_고용률상세_증감률, 공통_시도_시군_고용률_작년실적, 공통_시도_시군_고용률_올해목표, 공통_시도_시군_고용률_증감률, 공통_시도_시군_취업자수_작년실적, 공통_시도_시군_취업자수_올해목표, 공통_시도_시군_취업자수_증감률, 공통_시도_시군_사용근로자수_작년실적, 공통_시도_시군_사용근로자수_올해목표, 공통_시도_시군_사용근로자수_증감률, 공통_자치구_목표 제목, 공통_자치구_목표치_작년실적, 공통_자치구_목표치_올해목표, 공통_자치구_목표치_증감률, 공통_고용보험 피보험자수_ 작년실적, 공통_고용보험 피보험자수_올해목표, 공통_고용보험 피보험자수_증감률, 정부_직접일자리창출_목표, 정부_직접일자리창출_국비, 정부_직접일자리창출_시도비, 정부_직업능력개발훈련_목표, 정부_직업능력개발훈련_국비, 정부_직업능력개발훈련_시도비, 정부_고용서비스_목표, 정부_고용서비스_국비, 정부_고용장려금_목표, 정부_고용장려금_국비, 정부_창업지원_목표, 정부_창업지원_국비, 정부_실업소득 유지 및 지원_목표, 정부_실업소득 유지 및 지원_국비, 정부_일자리 인프라 구축_목표, 정부_일자리 인프라 구축_국비, 정부_기타_산업_목표, 정부_기타_산업_국비 정부_기타_복지_목표, 정부_기타_복지_국비, 정부_기타_문화_목표, 정부_기타_문화_국비, 정부_기타_농림_ 해양_목표, 정부_기타_농림_ 해양_국비, 정부_기타_국토_ 환경_목표, 정부_기타_국토_ 환경_국비, 민간_기업유치_ 신설 및 확장_목표, 민간_기업유치_ 신설 및 확장, 민간_기타_목표, 민간_기타_국비",고용노동부(지역산업고용정책과),지역고용정보네트워크
170,일자리,지역일자리,일자리목표공시제,지자체 지역일자리 공시제 성과,"광역 기초 단체 구분, 신규_계속 구분, 사업종류,  공모방식, 컨소시엄기관, 훈련목표인원, 훈련인원, 취업목표인원, 취업인원, 수료목표인원, 수료인원","광역 기초 단체 구분, 연도, 신규_계속 구분, 관서명, 사업종류,  공모방식, 컨소시엄기관 국비, 지방비, 사업시작일, 사업_종료일, 훈련목표인원, 훈련인원, 취업목표인원, 취업인원, 수료목표인원, 수료인원",고용노동부(지역산업고용정책과),지역고용정보네트워크
171,일자리,취업,구인?구직,구인정보,"사업체명, 사업자등록번호, 대표자명, 업종, 근로자수, 사업내용, 주소, 채용제목, 모집직종, 모집인원, 직무내용, 경력, 학력, 자격면허, 임금, 근무시간,  근무장소, 퇴직급여형태, 고용형태, 제출서류, 접수방법, 전형방법, 접수마감일, 구인종료일, 사회보험, 복리후생, 식사제공, 장애인복지시설, 우대조건","사업체명, 사업자등록번호, 대표자명, 업종, 근로자수, 사업내용, 주소, 채용제목, 모집직종, 모집인원, 직무내용, 경력, 학력, 자격면허, 임금, 근무시간,  근무장소, 퇴직급여형태, 고용형태, 제출서류, 접수방법, 전형방법, 접수마감일, 구인종료일, 사회보험, 복리후생, 식사제공, 장애인복지시설, 우대조건",한국고용정보원,고용24(고용행정통합포털)
172,일자리,취업,구인?구직,구직정보,"성명, 주민등록번호, 주소, 연락처, 이메일, 최종학력, 희망직종, 희망근무지역, 희망임금, 희망고용형태, 경력사항, 보유자격, 교육훈련이수현황, 전산활용능력, 외국어능력","성명, 주민등록번호, 주소, 연락처, 이메일, 최종학력, 희망직종, 희망근무지역, 희망임금, 희망고용형태, 경력사항, 보유자격, 교육훈련이수현황, 전산활용능력, 외국어능력",한국고용정보원,고용24(고용행정통합포털)
173,일자리,취업,재정지원 일자리,재정지원 일자리 참여자,"주민등록번호, 성명, 주소, 연락처, 취업취약계층여부, 사업유형, 사업명, 근무처명, 사업참여시작일자, 사업참여종료일자, 사업참여상태, 중복참여여부, 반복참여여부, 급여액, 성별코드, 등록일시","주민등록번호, 성명, 주소, 연락처, 취업취약계층여부, 사업유형, 사업명, 근무처명, 사업참여시작일자, 사업참여종료일자, 사업참여상태, 중복참여여부, 반복참여여부, 급여액, 성별코드, 등록일시",한국고용정보원,일모아시스템
174,일자리,취업,재정지원 일자리,재정지원일자리 참여기관,"기관 ID, 사업자등록번호, 행정표준기관코드, 기관 명, 대표자 명, 기관 분류 코드, 기관 구분 코드, 회계 시스템 구분 코드, 회계 연계 기관 ID, 문서 유통 기관 ID, SMS 요금 지급 기관 ID, SMS 사용 여부, 업종 코드, 홈페이지 주소, 조직 시작 일, 조직 종료 일, 전화 번호, 팩스 번호, 지역 코드, 도로명 코드, 우편번호, 건물 관리 번호, 기본 주소, 상세 주소, 입력 구분 코드, 사용 여부, 메모, 등록자 번호, 등록 일시, 수정자 번호, 수정 일시","기관 ID, 사업자등록번호, 행정표준기관코드, 기관 명, 대표자 명, 기관 분류 코드, 기관 구분 코드, 회계 시스템 구분 코드, 회계 연계 기관 ID, 문서 유통 기관 ID, SMS 요금 지급 기관 ID, SMS 사용 여부, 업종 코드, 홈페이지 주소, 조직 시작 일, 조직 종료 일, 전화 번호, 팩스 번호, 지역 코드, 도로명 코드, 우편번호, 건물 관리 번호, 기본 주소, 상세 주소, 입력 구분 코드, 사용 여부, 메모, 등록자 번호, 등록 일시, 수정자 번호, 수정 일시",한국고용정보원,일모아시스템
175,일자리,취업,직업안정,가사서비스 제공기관,"법인등록번호,상호법인명,사업자등록번호,등록기준지우편번호,등록기준지주소, 전화번호, 손해배상수단, 제공가능지역, 이용방법, 제공가능요일, 제공가능시간","법인등록번호,상호법인명,사업자등록번호,등록기준지우편번호,등록기준지주소, 전화번호, 손해배상수단, 제공가능지역, 이용방법, 제공가능요일, 제공가능시간",한국고용정보원,가사랑
176,일자리,취업,직업안정,거짓구인,"주민등록번호, 성명, 주소, 전화번호, 사업장명, 위반내용, 사업자등록번호, 사업장주소, 처분내용, 포상금내역","주민등록번호, 성명, 주소, 전화번호, 사업장명, 위반내용, 사업자등록번호, 사업장주소, 처분내용, 포상금내역",한국고용정보원,고용24(고용행정통합포털)
177,일자리,취업,직업안정,우수기관인증제참여기관,"회사명, 주소, 소재지, 연락처, 인증여부","회사명, 주소, 소재지, 연락처",한국고용정보원,고용서비스 통합시스템
178,일자리,취업,직업안정,직업소개소,"사업장명, 사업등록번호, 전화번호, 소재지, 신고번호, 지도점검내역, 유/무료","사업장명, 사업등록번호, 전화번호, 소재지, 신고번호, 지도점검내역, 유/무료",한국고용정보원,고용24(고용행정통합포털)
179,일자리,취업,청년취업지원,청년도전지원,"주민등록번호, 성명, 주소, 연락처 이메일, 계좌번호, 참여유형 신청일자, 이수상태, 이수/중도/탈락일자, 참여구분, 참여대상","주민등록번호, 성명, 주소, 연락처 이메일, 계좌번호, 참여유형 신청일자, 이수상태, 이수/중도/탈락일자, 참여구분, 참여대상",한국고용정보원,고용24(고용행정통합포털)
180,일자리,취업,청년취업지원,청년일자리창출지원,"사업장명, 사업자등록번호, 사업장관리번호, 성명, 주민등록번호, 채용일, 대표자명, 전화번호, 채용종료일자, 지원종료일자, 적격여부","사업장명, 사업자등록번호, 사업장관리번호, 성명, 주민등록번호, 채용일, 대표자명,, 전화번호, 채용종료일자, 지원종료일자, 적격여부",한국고용정보원,고용24(고용행정통합포털)
181,일자리,취업,국민취업지원제도,수급자격정보,"성명, 주민등록번호, 주소, 연락처,휴대전화번호, 이메일, 신청일자, 사업유형코드, 참여유형구분코드, IAP진행상태코드, 심사처리상태코드,신청연령, IAP시작일자
IAP종료일자","IAP번호, 신청일자, 사업년도 사업유형코드, 참여유형구분코드, IAP진행상태코드, 심사처리상태코드, 취업취약계층코드, 취업취약계층부코드, 검토의견내용, 
수급제외대상코드, 참여제한기간코드, 처리기한연장구분코드, 처리기한연장사유코드, 처리기한연장사유내용
처리사유내용, 구직촉진수당진행상태코드, 구직촉진수당종료일자, 심사처리기관코드, 상담방법코드, 연계오류내용, 
구직수당자격인정여부, 취업지원자격인정여부, 근로능력구직의사유무, 연령적합여부, 학교재학여부, 취업취약계층여부, 개인소득기준적합여부, 가구소득기준적합여부, 기타소득적합여부, 재산적합여부, 현재취업여부, 현재창업여부, 취업경험유무, 기타재산적합여부, 수급제외대상여부, 참여제한기간적합여부, 선발형적합여부, 해당사항여부, 청년특정계층여부, 일경험참여희망여부, 소득재산심사요청여부, 특성화고등학교졸업여부, 신청연령, IAP시작일자, IAP종료일자, 최초상담일자, 위탁기관배정일자, 연계요청일자, 심사결정일자, 처리기한일자, 취하사유내용, 신청경로상세코드, 신청경로기타내용, 모집위탁기관코드, 집중취업알선일자, 사후관리종료일자,소득재산미실시동의여부 , 병역여부 , 병역기간시작일자, 병역기간종료일자 , 청년인정여부 , 사후관리중단일자 ,빈일자리희망여부 , 건설업퇴직자여부 , 성명, 주민등록번호, 주소, 연락처,휴대전화번호, 이메일",한국고용정보원,고용24(고용행정통합포털)
182,일자리,취업,국민취업지원제도,지원금정보,"지원금코드, 지급회차,지급여부, 처리신청일자, 처리일자, 지급진행상태코드, 계좌번호ID, 지급금액 ","IAP번호, 지원금일련번호, 지원금코드, 지급회수구분코드, 지급회차, 기지원금일련번호, 지급여부, 처리신청일자, 처리일자, 지급진행상태코드, 계좌번호ID, 지급금액, 수당요청금액, 부양가족수당신청여부 , 부양가족수당지급금액, 지급사유내용, 소급적용여부 ,가족수당동일여부 , 감액금액,감액변경여부 ,추가감액금액 ,금액수정여부 ,부지급사유코드,회수사유코드,회수사유내용,반려사유내용,수정사유내용,반려여부,검토승인일자,검토의견내용, 검토신청일자,검토승인의견내용 ,결의서번호,지출원장결의서번호,예산회계계정코드,상계일련번호,상계이전지급금액, 상계금구분코드,지급기간시작일자,지급기간종료일자,합계참여일수,합계실제참여일수,합계결석일수,수당지급인정일수,변경사유내용,집단상담수료여부,인센티브지급유형코드,출장상담여부, 사업유형코드 ,파견기업여부,온라인신청여부,신청경로코드,취업성공수당지급금액,훈련수당지급금액 ",한국고용정보원,고용24(고용행정통합포털)
183,일자리,취업,중장년지원,중장년경력지원제,"사업장명, 사업자등록번호, 사업장관리번호, 성명, 주민등록번호, 대표자명, 전화번호, 참여승인여부, 근로계약체결여부, 승인일시","사업장명, 사업자등록번호, 사업장관리번호, 성명, 주민등록번호, 대표자명, 전화번호, 참여승인여부, 근로계약체결여부, 승인일시",한국고용정보원,고용24(고용행정통합포털)
184,일자리,취업,청년취업지원,청년일경험통합플랫폼,"참여자인증번호, 통합프로그램인증번호, 참여자구분코드, 신청일자, 선발일자, 진행상태코드, 교육상태코드, 성별코드, 지역코드, 생년월일, 구직회원번호, 회원성명, 생년월일, 성별코드, 전화번호, 휴대전화번호, 참여기업일련번호, 프로그램명, 운영시작일자, 운영종료일자, 교육유무여부, 교육기관명, 교육시작일자, 교육종료일자, 교육내용, 교육시간수","참여자인증번호, 통합프로그램인증번호, 구인회원번호, 참여자구분코드, 신청일자, 선발일자, 확정통보여부, 직무코드, 신청여부, 팀명, 인원수, 진행상태코드, 교육상태코드, 인증일자, 인증구분코드, 최종학력코드, 최종학력상태코드, 최종학부명, 최종학과명, 학년코드, 참여유형코드, 참가목적내용, 거부사유내용, 지원동기내용, 수행계획내용, 관련경력내용, 중도탈락일자, 중도탈락사유코드, 교육중도탈락일자, 교육중도탈락사유코드, 선발팀명, 선발참여유형코드, 사후관리제목명, 사후관리내용, 휴게시간수, 주거지역코드, 성별코드, 지역코드, 생년월일, 구직회원번호, 회원성명, 생년월일, 성별코드, 전화번호, 휴대전화번호, SMS수신여부, 이메일주소, 워크넷홍보메일수신여부, 지역코드, 우편번호, 기본주소, 상세주소, 도로명기본주소, 도로명상세주소, 도로명코드, 읍면동번호, 건물번호, 도로명참고항목명, 참여기업일련번호, 사업자등록번호, 사업장관리번호, 참여기업명, 지점일련번호, 지점명, 본사여부, 대표자명, 업종코드, 홈페이지URL주소, 총원수, 참여기업지역코드, 자본금액, 연매출금액, 사업내용, 사업장개업일자, 사업장폐업일자, 직무코드, 플랫폼운영기관일련번호, 프로그램구분코드, 프로그램코드, 프로그램명, 인증상태코드, 지역코드, 총합계모집인원수, 프로젝트주요내용, 평가계획내용, 코칭계획내용, 운영시작일자, 운영종료일자, 교육유무여부, 교육기관명, 교육기관담당ID, 교육시작일자, 교육종료일자, 교육내용, 운영기관담당자ID, 기타사항내용,첨부파일련번호, 인증기관일련번호, 인증사용자ID,보류사유내용,거부사유내용,교육시간수,연수부서,교육훈련시간수",한국고용정보원,청년일경험통합플랫폼
185,일자리,취업,청년취업지원,직장적응지원프로그램,"신청번호, 참여자격코드, 참여자명, 암호화주민등록번호, 운영기관주소우편번호, 도로명기본주소, 도로명상세주소, 휴대전화연락처번호, 전화번호, 이메일주소,  입사일자, 기업명, 암호화사업자등록번호, 참여프로그램번호, 이수상태코드, 이수시간수, 참여기간시작일, 참여기간종료일","신청번호, 구직회원번호, 참여자격코드, 참여자명, 암호화주민등록번호, 운영기관주소우편번호, 도로명기본주소, 도로명상세주소, 휴대전화연락처번호, 전화번호, 이메일주소, 전자우편수신여부, 문자서비스수신여부, (현재상태)재학생세부코드, (현재상태)기타내용, 확인상태1번코드, 확인상태2번코드, 청년지원사업기타상세내용, 참여희망프로그램구분코드, 입사일자, 기업명, 암호화사업자등록번호, 대표자명, 사업장소재지주소, 고지여부←참여제한사유발생고지에관한사항, 개인정보수집이용동의여부, 초기상담미실시여부←초기상담생략여부, 초기상담미실시사유내용, 초기상담내용, 청년지원사업상세내용, 신청일자, 접수일자, 관리자여부,  우선지원기업여부, 산업단지입주기업여부, 생년월일, 성별코드, 참여프로그램번호, 이수상태코드, 이수시간수, 참여기간시작일, 참여기간종료일, 이수증번호",한국고용정보원,고용24(고용행정통합포털)
186,일자리,취업,청년취업지원,청년성장프로젝트,"청년성장신청번호, 참여자명, 암호화주민등록번호, 생년월일, 성별코드, 참여프로그램번호, 이수상태코드, 이수시간수, 참여기간시작일, 참여기간종료일","신청번호, 구직회원번호, 참여자격코드, 참여자명, 암호화주민등록번호, 운영기관주소우편번호, 도로명기본주소, 도로명상세주소, 휴대전화연락처번호, 전화번호, 이메일주소, 전자우편수신여부, 문자서비스수신여부, (현재상태)재학생세부코드, (현재상태)기타내용, 확인상태1번코드, 확인상태2번코드, 청년지원사업기타상세내용, 참여희망프로그램구분코드, 고지여부←참여제한사유발생고지에관한사항, 개인정보수집이용동의여부, 초기상담미실시여부←초기상담생략여부, 초기상담미실시사유내용, 초기상담내용, 청년지원사업상세내용, 신청일자, 접수일자, 생년월일, 성별코드, 참여프로그램번호, 이수상태코드, 이수시간수, 참여기간시작일, 참여기간종료일, 이수증번호",한국고용정보원,고용24(고용행정통합포털)
187,일자리,취업,청년취업지원,졸업생특화프로그램,"성명, 주민등록번호, 주소, 연락처, 이메일, 참여자구분, 전공, 학번, 학년, 학적상태, 졸업예정연월, 제출일시, 처리일시, 처리상태, 운영대학","성명, 주민등록번호, 주소, 연락처, 이메일, 참여자구분, 전공, 학번, 학년, 학적상태, 졸업예정연월, 제출일시, 처리일시, 처리상태, 운영대학, 사업참여기간, 상담내용, 상담일시, 상담시간, 상담회차, 상담사성명, 상담방법, 상담유형, 운영시작일자, 운영종료일자, 운영시분, 운영장소명, 운영프로그램설명내용, 운영방법, 운영상태, 운영프로그램제목명, 운영프로그램유형, 운영프로그램유형기타내용, 운영시간수, 모집인원수, 운영프로그램수료처리일시, 운영프로그램수료여부, 운영프로그램참여처리일시, 운영프로그램참여상태코드, 운영프로그램신청일시, 운영프로그램미수료사유기타내용, 설문답변점수, 설문응답일시, 설문응답주관식내용",한국고용정보원,고용24(고용행정통합포털)
188,일자리,취업,청년취업지원,대학 재학생 맞춤형 서비스,"성명, 주민등록번호, 주소, 연락처, 이메일, 참여유형, 참여분류, 전공, 학번, 학년, 학적상태, 제출일시, 처리일시, 처리상태, 운영대학","성명, 주민등록번호, 주소, 연락처, 이메일, 참여유형, 참여분류, 전공, 학번, 학년, 학적상태, 제출일시, 처리일시, 처리상태, 운영대학, 사업참여기간, 상담내용, 상담일시, 상담시간, 상담회차, 상담사성명, 상담방법, 상담유형, IAP제출일시, IAP처리상태, IAP처리일시, 경력개발로드맵제출일시, 경력개발로드맵처리상태, 경력개발로드맵처리일시, 희망직업명, 관심분야활동내용, 다짐내용, 강점내용, 활동년월, 목표활동내용, 교내시행기관여부, 교외시행기관여부, 프로그램코드, 목표수립코드, 목표시점학년코드, 목표시점학기코드, 기타기업군명, 기타근무지역명, 목표기업군코드, 목표취업예상연월, 목표근무지역코드, 희망진로코드, 희망진로상세명, 희망직업명, 희망급여금액, IAP취업지원유형코드, 활동내용, 취업활동구분코드, 목표달성시기코드, IAP유형코드, 교내참여기관명, 교외참여기관명, 참여시작년월, 참여종료년월, 참여시간수, 취업활동결과처리일시, 취업활동결과처리상태코드, 취업활동결과제출일시, 참여시작일자, 참여종료일자, 참여시간수, 활동이행시작일자, 활동이행종료일자, 예금주명, 부정수급방지확약서동의여부, 포인트지급금액, 포인트지급은행코드, 포인트지급일자, 포인트지급구분코드, 포인트환수금액, 포인트환수일자, 포인트환수사유내용, 포인트신청서처리일시, 포인트신청서처리의견내용, 포인트신청서처리상태코드, 포인트신청서제출일시, 포인트신청서접수일시, 포인트신청금액, 포인트신청회차, 포인트미지급사유내용, 총합계활동인정시간수, 총합계활동신청시간수, 활동인정시간수, 활동요청시간수, 이행시작일자, 이행종료일자, 프로그램이행내용, 비고내용",한국고용정보원,고용24(고용행정통합포털)
189,일자리,취업,청년취업지원,고교 재학생 맞춤형 서비스,"성명, 주민등록번호, 주소, 연락처, 이메일, 참여분류, 전공, 참여자고등학교, 학년, 학적상태, 졸업예정연월, 제출일시, 처리일시, 처리상태, 운영대학","성명, 주민등록번호, 주소, 연락처, 이메일, 참여분류, 전공, 참여자고등학교, 학년, 학적상태, 졸업예정연월, 제출일시, 처리일시, 처리상태, 운영대학, 사업참여기간, 상담내용, 상담일시, 상담시간, 상담회차, 상담사성명, 상담방법, 상담유형, IAP제출일시, IAP처리상태, IAP처리일시, 경력개발로드맵제출일시, 경력개발로드맵처리상태, 경력개발로드맵처리일시, 다짐내용, 목표기업군코드내용, 목표기업기타기업군명, 목표취업예상연월, 참여자학기, 참여자학년, 특기사항내용, 활동세부내용, 흥미분야사항내용, 희망근무지, 희망급여금액, 희망직업명, 희망진로기타내용, 희망진로시험상세명, 희망진로코드내용",한국고용정보원,고용24(고용행정통합포털)
190,일자리,취업,잡케어,프로필정보,"회원ID, 프로필구분코드, 시작일자, 종료일자, 항목구분코드, 상세항목코드, 상세항목내용, 상세내용1, 보고서작성단계코드","회원ID, 프로필구분코드, 프로필순번, 시작일자, 종료일자, 항목구분코드1, 항목구분코드2, 상세항목코드1, 상세항목내용1, 상세항목코드2, 상세항목내용2, 상세항목코드3, 상세항목내용3, 상세항목코드4, 상세항목내용4, 상세내용1, 상세내용2, 상세내용3, 상세내용4, 보고서작성단계코드",한국고용정보원,잡케어시스템
191,일자리,해외취업,사우디사회보험,사우디사회보험료 환불신청내역,"이름, 주민등록번호, 집주소, E-Mail, 집연락처, 생년월일, 여권번호","이름, 주민등록번호, 집주소, E-Mail, 집연락처, 생년월일, 여권번호",고용노동부(국제개발협력지원팀),사우디사회보험관리
192,일자리,해외취업,해외 정착지원,해외 정착지원금,"취업대륙, 취업국가, 취업일자, 취업경로, 표준직업분류, 취업직종, 취업세부직종, 취업기업명, 취업기업유형, 취업기업규모, 취업기업업종, 취업계약기간, 정착지원금 금액, 취업비자정보, 소득분위, 정규직여부, 연봉금액, 근무소감","취업대륙, 취업국가, 취업일자, 취업경로, 표준직업분류, 취업직종, 취업세부직종, 취업기업명, 취업기업유형, 취업기업규모, 취업기업업종, 취업계약기간, 정착지원금 금액, 취업비자정보, 소득분위, 정규직여부, 연봉금액, 근무소감",한국산업인력공단,월드잡플러스
193,일자리,해외취업,해외취업 구인?구직,해외취업 구인,"구인기업유형코드, 채용공고명, 모집직종, 취업국가, 구인인증번호, 공고인증일자, 모집시작일, 모집마감일, 주요업무내용, 직무내용, 필수제출서류, 모집인원, 경력조건, 학력조건, 언어능력, 자격증, 근무형태, 급여정보, 근무시간, 보험가입여부, 비자타입, 비자세부정보, 퇴직금여부, 휴가정보, 채용예정일, 구인기업업종, 구인기업명, 구인기업대표자, 구인기업소재지, 구인기업전화번호, 구인기업매출액, 표준직업분류, 지원자격, 전형방법, 가족동반여부, 숙식제공여부, 항공권제공여부, 출국예정일자, 한글/영문/일문이력서 필수여부, 한글/영문/일문자기소개서 필수여부, 구인발굴처, 지원서작성방법, 현지재택근무가능여부","구인기업유형코드, 채용공고명, 모집직종, 취업국가, 구인인증번호, 공고인증일자, 모집시작일, 모집마감일, 주요업무내용, 직무내용, 필수제출서류, 모집인원, 경력조건, 학력조건, 언어능력, 자격증, 근무형태, 급여정보, 근무시간, 보험가입여부, 비자타입, 비자세부정보, 퇴직금여부, 휴가정보, 채용예정일, 구인기업업종, 구인기업명, 구인기업대표자, 구인기업소재지, 구인기업전화번호, 구인기업매출액, 표준직업분류, 지원자격, 전형방법, 가족동반여부, 숙식제공여부, 항공권제공여부, 출국예정일자, 한글/영문/일문이력서 필수여부, 한글/영문/일문자기소개서 필수여부, 구인발굴처, 지원서작성방법, 현지재택근무가능여부",한국산업인력공단,월드잡플러스
194,일자리,해외취업,해외취업 구인?구직,해외취업 구직,"국내거주여부, 거주국가구분코드, 연령, 군필여부, 이중국적여부, 유학생여부, 유학국가구분코드, 경력년월내용, 여권소지여부, 한글OA능력구분코드, 워드OA능력구분코드, 파워포인트OA능력구분코드, 엑셀OA능력구분코드, 인터넷정보OA능력구분코드, 재직여부, 취업희망1국가구분코드, 취업희망2국가구분코드, 취업희망3국가구분코드, 취업희망1표준직업분류코드, 취업희망2표준직업분류코드, 취업희망3표준직업분류코드, 고용형태구분코드, 검색키워드명세","국내거주여부, 거주국가구분코드, 연령, 군필여부, 이중국적여부, 유학생여부, 유학국가구분코드, 경력년월내용, 여권소지여부, 한글OA능력구분코드, 워드OA능력구분코드, 파워포인트OA능력구분코드, 엑셀OA능력구분코드, 인터넷정보OA능력구분코드, 재직여부, 취업희망1국가구분코드, 취업희망2국가구분코드, 취업희망3국가구분코드, 취업희망1표준직업분류코드, 취업희망2표준직업분류코드, 취업희망3표준직업분류코드, 고용형태구분코드, 검색키워드명세, 최종학력구분코드, 희망연봉구분코드, 지원자현재상태구분코드, 취업희망사업구분코드, 한글이력서유무, 영문이력서유무, 일문이력서유무, 이력서최초등록여부, 이력서등록일시, 이력서변경일시, 학력구분, (경력)근무기간, (경력)직종, (경력)직무내용, 자격증, 공인어학시험, 점수/등급3",한국산업인력공단,월드잡플러스
195,일자리,해외취업,해외취업지원,해외연수과정 ,"구인인증번호, 파견국가구분코드, 파견표준직업분류코드, 모집공고지원자격내용, 모집공고제출서류내용, 모집공고시작일자, 모집공고종료일자, 모집공고전형방법내용, 모집공고문의담당자내용, 합격자발표일자, 모집공고인증일자, 기업회원고유번호, 출결승인요청최근일자, 모집기간내용, 모집공고기본자격내용, 연수시작일자, 연수종료일자, 연수목적내용, 연수대상내용, 총연수시간, 연수장소, 연수과정소개내용, ","
구인인증번호, 파견국가구분코드, 파견표준직업분류코드, 모집공고지원자격내용, 모집공고제출서류내용, 모집공고시작일자, 모집공고종료일자, 모집공고전형방법내용, 모집공고문의담당자내용, 합격자발표일자, 모집공고인증일자, 기업회원고유번호, 출결승인요청최근일자, 모집기간내용, 모집공고기본자격내용, 연수시작일자, 연수종료일자, 연수목적내용, 연수대상내용, 총연수시간, 연수장소, 연수과정소개내용, 연수장소우편번호, 연수장소상세주소, 연수신청마감일시, 연수신청마감사유, 연수모집요강내용, 연수요약내용, 연수지원조건내용, 연수지원방법내용, 연수선발일정내용, 연수담당자성명, 연수과정명, 연수담당자전화번호, 연수담당자이메일, 연수약정시작일자, 연수약정종료일자, 국외연수장소, 연수기관유형구분코드,국외연수시작일자, 연수단가금액, 연수계약인원수, 조정비율, 연수계약금액,연수장소구분코드, 연수지원금액, 연수지급금액계, 연수개인부담금액, 연수계약번호, 연수사업유형구분코드, 연수모집일정내용, 기타비용, 연수비환불규정내용, 취업정보, 기타사항, 모집설명회내용, 선발방법내용, 서류접수내용, 면접일자내용, 면접장소내용, 면접시제출서류, 합격자발표내용, 합격자등록내용, 오리엔테이션내용, 선발시우대사항, 변경사항신고일자, 연수사업지원유형, 국외연수종료일자, 연수과정영문명, 약정쳬결번호, 약정쳬결일시, 약정일시, 약정취업률, 계약사업유형,직무시간,어학시간,기타시간",한국산업인력공단,월드잡플러스
